doi,n_leaves_parsed,n_xyz_total,elements
10.1002/anie.201201811,1,24,C
10.1002/anie.201202025,1,11,C H N O P Ru
10.1002/anie.201202504,1,13,Br C Cu H P
10.1002/anie.201204050,1,8,B C H N S
10.1002/anie.201204116,1,162,C Fe H N O S
10.1002/anie.201204487,1,20,Cl Si
10.1002/anie.201204705,1,3,C Ca H Mn N O
10.1002/anie.201205209,1,12,C Cr H P Ru
10.1002/anie.201206551,1,8,C H N O P Rh
10.1002/anie.201207224,1,18,C Fe H O
10.1002/anie.201208307,1,10,C H N Si
10.1002/anie.201208686,1,4,C Cr Fe H N P
10.1002/anie.201209140,1,2,Au C H
10.1002/anie.201209911,1,2,C H N O Re
10.1002/anie.201210224,1,3,C H P Si Ti
10.1002/anie.201300861,1,1,C Cu H N Ni O
10.1002/anie.201301149,1,8,Au C H N O
10.1002/anie.201301249,1,3,Cl F H
10.1002/anie.201305106,1,11,C F H Ir N P
10.1002/anie.201305487,1,40,Au C N
10.1002/anie.201307373,1,3,B C H O Te
10.1002/anie.201307422,1,21,B C
10.1002/anie.201307429,1,10,C Fe H N O S
10.1002/anie.201307509,1,25,C H N O Ru
10.1002/anie.201307613,1,24,Au C H P Si
10.1002/anie.201307618,1,9,C H P Pd Si
10.1002/anie.201307745,1,11,C Co H O
10.1002/anie.201308175,1,14,B C H N Ni P
10.1002/anie.201308370,1,8,C H Hf N Zn
10.1002/anie.201308433,1,11,C Cr H N O Si
10.1002/anie.201308614,1,11,C H O
10.1002/anie.201309132,1,3,C Cl H P Pt Sb
10.1002/anie.201309280,1,48,Ni S
10.1002/anie.201309325,1,3,B C H N S
10.1002/anie.201309421,1,6,C Ge H N
10.1002/anie.201309456,1,8,Al C Cu H N O S
10.1002/anie.201309568,1,5,C H
10.1002/anie.201309677,1,75,C H Ir N O P
10.1002/anie.201309707,1,9,C H P Rh
10.1002/anie.201309767,1,3,C Fe N O
10.1002/anie.201309973,1,12,Br C H Mg N O
10.1002/anie.201310146,1,10,Au C H N O
10.1002/anie.201310632,1,29,Li Mg O
10.1002/anie.201310991,1,30,C H O Re
10.1002/anie.201311110,1,2,B C H N P
10.1002/anie.201400099,1,10,C H N P
10.1002/anie.201400837,1,22,C F H P Pd
10.1002/anie.201402090,1,6,C F Fe H N P
10.1002/anie.201402175,1,3,B C H Li N O
10.1002/anie.201402299,1,8,C H
10.1002/anie.201402542,1,15,Fe H P
10.1002/anie.201402767,1,2,C H N O S
10.1002/anie.201403383,1,10,C F H O
10.1002/anie.201403445,1,10,C O
10.1002/anie.201403514,1,1,B C Cl H N
10.1002/anie.201404078,1,2,C Fe H N
10.1002/anie.201404156,1,3,C H Ni P Sb
10.1002/anie.201404704,1,45,S Ti
10.1002/anie.201404729,1,56,Au C H O P
10.1002/anie.201404867,1,7,B C H N S
10.1002/anie.201404946,1,18,Au C H O P
10.1002/anie.201405874,1,5,C Co H N O
10.1002/anie.201406185,1,39,C F I O
10.1002/anie.201406191,1,8,C H N Th
10.1002/anie.201406219,1,5,C H O Re
10.1002/anie.201406283,1,7,C H O S
10.1002/anie.201406486,1,3,C H N O S
10.1002/anie.201406797,1,15,C Cl Cu F H N O S
10.1002/anie.201407809,1,2,B C H N
10.1002/anie.201407938,1,2,C N
10.1002/anie.201407997,1,8,C H Ir N O
10.1002/anie.201408020,1,10,C Cu H N O
10.1002/anie.201408102,1,11,C H N O Ru
10.1002/anie.201408346,1,1,C H N O Zn
10.1002/anie.201408355,1,14,C H N
10.1002/anie.201408738,1,8,B Ca
10.1002/anie.201408760,1,13,C H O
10.1002/anie.201408816,1,14,N O Os
10.1002/anie.201408868,1,2,H O
10.1002/anie.201409094,1,3,C La N Sc
10.1002/anie.201409469,1,8,C H Nb O P
10.1002/anie.201409580,1,7,C H N
10.1002/anie.201409813,1,31,C Cl Co H N
10.1002/anie.201410033,1,1,B C H O P
10.1002/anie.201410141,1,6,B C H N
10.1002/anie.201410437,1,2,C H N O Ru
10.1002/anie.201410828,1,8,Al C Fe H P Pt
10.1002/anie.201411348,1,3,C Cu F H
10.1002/anie.201411625,1,20,C Cu H N O
10.1002/anie.201411957,1,10,B C H P
10.1002/anie.201411969,1,7,C H N O
10.1002/anie.201412110,1,22,C H N O P Ru
10.1002/anie.201412401,1,20,Au C H O P
10.1002/anie.201500229,1,5,C H N O P
10.1002/anie.201500372,1,26,C H S
10.1002/anie.201500453,1,8,C H N Ni
10.1002/anie.201500863,1,16,C Cl H Ir N
10.1002/anie.201500959,1,17,B C H P
10.1002/anie.201500970,1,35,Br C H N
10.1002/anie.201501349,1,16,C H
10.1002/anie.201501617,1,24,C F H P Pd S
10.1002/anie.201501832,1,2,B C H O P
10.1002/anie.201501887,1,14,O
10.1002/anie.201502086,1,1,As
10.1002/anie.201502332,1,16,C H N O
10.1002/anie.201502532,1,11,C H N O Ti
10.1002/anie.201502553,1,23,C H N O S
10.1002/anie.201502960,1,1,C F H I N O
10.1002/anie.201502964,1,5,B C Cu H O P
10.1002/anie.201503388,1,12,C F H P Pd Se
10.1002/anie.201503455,1,1,H
10.1002/anie.201503704,1,35,C Co H N O
10.1002/anie.201503905,1,3,Li
10.1002/anie.201504109,1,11,C H N
10.1002/anie.201504468,1,11,Al Br C H
10.1002/anie.201504502,1,1,B C H P
10.1002/anie.201504584,1,3,C H N O Ru
10.1002/anie.201504632,1,8,H He
10.1002/anie.201504818,1,6,C H Mg N Si Zn
10.1002/anie.201504894,1,6,C Cr H N
10.1002/anie.201504904,1,3,C H
10.1002/anie.201505349,1,3,C H
10.1002/anie.201505518,1,8,C H N Ni Si
10.1002/anie.201505604,1,16,C H N O
10.1002/anie.201505648,1,51,C H O
10.1002/anie.201505748,1,15,C Cu H I N O S
10.1002/anie.201505930,1,2,C Fe H Mo N O S
10.1002/anie.201506216,1,10,C Cl H P Rh
10.1002/anie.201506362,1,3,C H Mo P
10.1002/anie.201506687,1,1,B Be H He Li
10.1002/anie.201506713,1,4,B C Cu H O P
10.1002/anie.201506871,1,15,C H O
10.1002/anie.201506969,1,4,C H Ru Si
10.1002/anie.201506990,1,8,C H N O
10.1002/anie.201507039,1,12,C H N O
10.1002/anie.201507218,1,24,Au C F H N O S
10.1002/anie.201507355,1,27,Y
10.1002/anie.201507844,1,9,C H N
10.1002/anie.201508035,1,10,C H O
10.1002/anie.201508360,1,14,B C H
10.1002/anie.201508540,1,6,C H O Re
10.1002/anie.201508622,1,5,C F H N O P
10.1002/anie.201508670,1,9,B C H N Na
10.1002/anie.201508698,1,18,C H Ir N
10.1002/anie.201508931,1,4,Au P
10.1002/anie.201508980,1,32,C H O P
10.1002/anie.201509160,1,1,C H O
10.1002/anie.201509288,1,28,C H N Rh
10.1002/anie.201509744,1,6,C Cu H N O
10.1002/anie.201510001,1,9,C F H N Ni
10.1002/anie.201510145,1,11,C Co H N O P
10.1002/anie.201510299,1,13,C H N
10.1002/anie.201510716,1,5,C Fe H N P
10.1002/anie.201510861,1,6,C H N O
10.1002/anie.201511048,1,9,Al C H P Si
10.1002/anie.201511111,1,2,Au B C F H P
10.1002/anie.201511231,1,18,C F N O
10.1002/anie.201511448,1,2,B C H N O P Rh
10.1002/anie.201511457,1,4,C H N O
10.1002/anie.201511486,1,62,C H N
10.1002/anie.201511507,1,37,H N Nb
10.1002/anie.201511659,1,21,Al Ar B Be C Ca Cl F H He K Li Mg N Na Ne O P S Si
10.1002/anie.201511921,1,24,B C F
10.1002/anie.201600305,1,5,C H N Na
10.1002/anie.201600307,1,9,B C Fe H N O Si
10.1002/anie.201600365,1,27,C Fe H N O
10.1002/anie.201600552,1,9,C Ca H N Si
10.1002/anie.201600765,1,1,C H
10.1002/anie.201601742,1,3,C Fe H N O
10.1002/anie.201601778,1,28,C Co H N O
10.1002/anie.201601834,1,27,C H O
10.1002/anie.201601930,1,10,C H O
10.1002/anie.201602020,1,11,C H N O P Pd
10.1002/anie.201602201,1,63,C H
10.1002/anie.201602224,1,24,C H O Rh
10.1002/anie.201602347,1,25,Br C H N
10.1002/anie.201602384,1,8,B C H P
10.1002/anie.201602489,1,2,Ce O
10.1002/anie.201602569,1,30,C H N
10.1002/anie.201602616,1,10,C H N O
10.1002/anie.201602790,1,7,C H Li
10.1002/anie.201602909,1,7,C Fe H N Zn
10.1002/anie.201603175,1,16,C F H I O S
10.1002/anie.201603410,1,19,C Fe H N O
10.1002/anie.201603860,1,3,C H O P
10.1002/anie.201603889,1,19,C H N O S
10.1002/anie.201603923,1,31,Be He Li
10.1002/anie.201604001,1,5,C H P Si Ti
10.1002/anie.201604025,1,13,C H O
10.1002/anie.201604362,1,3,C H Mg N Si
10.1002/anie.201604670,1,9,Al B Be C F H He Li Mg N Na Ne O
10.1002/anie.201605001,1,113,C Cu H N Na O
10.1002/anie.201605159,1,3,C Cu N O
10.1002/anie.201605645,1,10,H
10.1002/anie.201605838,1,15,B C Fe H N O P
10.1002/anie.201605934,1,82,C H N O Si W
10.1002/anie.201606090,1,5,Li
10.1002/anie.201606298,1,12,C H N S
10.1002/anie.201606330,1,14,C H
10.1002/anie.201606426,1,37,B C F H N
10.1002/anie.201606531,1,18,C H Ir N O
10.1002/anie.201606839,1,6,B C H N O Os P
10.1002/anie.201607201,1,37,C H O Si
10.1002/anie.201607243,1,1,C H N Ni O
10.1002/anie.201607735,1,5,Al C H N S
10.1002/anie.201607959,1,39,C H N Ni O
10.1002/anie.201608144,1,27,C H
10.1002/anie.201608446,1,13,C Cu H P
10.1002/anie.201608609,1,3,C Cu H N S
10.1002/anie.201609100,1,2,C Ge H N
10.1002/anie.201609195,1,42,N Ti
10.1002/anie.201609366,1,11,N S
10.1002/anie.201609766,1,6,B
10.1002/anie.201610117,1,4,C H N O Rh S
10.1002/anie.201610203,1,25,C H N O
10.1002/anie.201610387,1,26,B C H O Se
10.1002/anie.201610434,1,4,C
10.1002/anie.201610498,1,29,C H N Si
10.1002/anie.201610601,1,4,Al C H Mg N
10.1002/anie.201610715,1,10,C Cl H N O
10.1002/anie.201610820,1,52,C H N Ru
10.1002/anie.201610967,1,19,P
10.1002/anie.201611066,1,45,C H
10.1002/anie.201611162,1,2,C Co H N Si
10.1002/anie.201611254,1,2,Br C H N O Rh
10.1002/anie.201611291,1,12,C H N O Ru S
10.1002/anie.201611344,1,3,C H
10.1002/anie.201611444,1,150,B C H O
10.1002/anie.201611475,1,4,C Cl H Ir N O
10.1002/anie.201611495,1,15,Br C H Na O
10.1002/anie.201611509,1,15,Mg
10.1002/anie.201611689,1,3,C H
10.1002/anie.201612010,1,19,C Co H N O
10.1002/anie.201612048,1,8,C H N
10.1002/anie.201612138,1,21,C Cu H N
10.1002/anie.201612309,1,2,C H Mn N O
10.1002/anie.201612472,1,9,C Fe H N O S
10.1002/anie.201612485,1,1,Au C Cl H In P
10.1002/anie.201700135,1,5,C H N
10.1002/anie.201700342,1,44,C Cl H O Ru
10.1002/anie.201700437,1,31,C F H N O
10.1002/anie.201700838,1,30,B Be Li
10.1002/anie.201700857,1,21,C H N P Pt
10.1002/anie.201701552,1,7,C F H N Ni O S
10.1002/anie.201701679,1,6,C H N
10.1002/anie.201701790,1,2,C Fe H Mo N O S
10.1002/anie.201702009,1,5,Fe H O
10.1002/anie.201702128,1,53,C H
10.1002/anie.201702151,1,11,B C H N O Pt
10.1002/anie.201702291,1,14,C Cu H N O
10.1002/anie.201702488,1,1,C F H N O S Y
10.1002/anie.201702903,1,5,As C Fe H
10.1002/anie.201702997,1,67,C Cl H Ir N P
10.1002/anie.201703029,1,2,C Cu H N O
10.1002/anie.201703037,1,14,Ca H
10.1002/anie.201703074,1,1,C H Mg N O P
10.1002/anie.201703235,1,2,Au B C H P
10.1002/anie.201703731,1,5,As C Ge H N O
10.1002/anie.201703803,1,15,C H
10.1002/anie.201704074,1,29,Br C Cl
10.1002/anie.201704663,1,253,C H N O P Rh
10.1002/anie.201704700,1,34,C F H N O Sb
10.1002/anie.201704816,1,1,Br C F H N Se
10.1002/anie.201704911,1,1,C
10.1002/anie.201705964,1,5,Al Ar As B Be Br C Ca Cl Co Cr Cu F Fe Ga Ge H He K Li Mg Mn N Na Ne Ni O P S Sc Se Si Ti V Zn
10.1002/anie.201705986,1,20,C H N O Os S
10.1002/anie.201706237,1,2,C F H N Ni
10.1002/anie.201706341,1,75,C H Li O
10.1002/anie.201706467,1,2,Co Nd
10.1002/anie.201706534,1,13,C H O
10.1002/anie.201706848,1,1,C Ca H N
10.1002/anie.201706915,1,2,C H N O S
10.1002/anie.201707192,1,48,C H N O
10.1002/anie.201707193,1,4,Au C H N
10.1002/anie.201707309,1,47,C H Li N Si
10.1002/anie.201707515,1,7,C H O P Pd S
10.1002/anie.201707670,1,18,H N O P Rh
10.1002/anie.201707714,1,26,C H N
10.1002/anie.201707957,1,2,C H N O Re
10.1002/anie.201707958,1,15,C H I
10.1002/anie.201708266,1,1,Ac Ag Al Am Ar As At Au B Ba Be Bi Bk Br C Ca Cd Ce Cf Cl Cm Co Cr Cs Cu Dy Er Es Eu F Fe Fm Fr Ga Gd Ge H He Hf Hg Ho I In Ir K Kr La Li Lu Mg Mn Mo N Na Nb Nd Ne Ni Np O Os P Pa Pb Pd Pm Po Pr Pt Pu Ra Rb Re Rh Rn Ru S Sb Sc Se Si Sm Sn Sr Ta Tb Tc Te Th Ti Tl Tm U V W Xe Y Yb Zn Zr
10.1002/anie.201708349,1,6,Au C H N
10.1002/anie.201708559,1,77,C H O
10.1002/anie.201708923,1,16,C Cl H N Ni Si
10.1002/anie.201708961,1,22,C Cl H N
10.1002/anie.201709015,1,2,C H Mn N O P
10.1002/anie.201709140,1,26,B C Co H P
10.1002/anie.201709162,1,10,C H N O Pd
10.1002/anie.201709273,1,11,C Co H O
10.1002/anie.201709420,1,5,C H Mn N O Zn
10.1002/anie.201709519,1,25,C H O P
10.1002/anie.201709769,1,1,C Ce H K O Si
10.1002/anie.201709802,1,5,C H N P
10.1002/anie.201709869,1,3,C Cu H I N
10.1002/anie.201709902,1,13,B C H Mg N O
10.1002/anie.201710136,1,7,C H N O Pd
10.1002/anie.201710277,1,1,C F H I N O
10.1002/anie.201710317,1,30,Br C H O
10.1002/anie.201710920,1,6,C Cl O
10.1002/anie.201711028,1,19,N
10.1002/anie.201711221,1,10,C H N O Ru
10.1002/anie.201711437,1,13,C
10.1002/anie.201711658,1,12,C H
10.1002/anie.201711766,1,18,Al B Be C F H He Li Mg N Na Ne O P Si
10.1002/anie.201712065,1,11,Li
10.1002/anie.201712249,1,5,C H N Pd
10.1002/anie.201712347,1,8,C F H
10.1002/anie.201712725,1,15,Bi C F H N O S
10.1002/anie.201712884,1,8,C H Mo O P
10.1002/anie.201713012,1,2,C H I O
10.1002/anie.201713119,1,8,B C F H N O
10.1002/anie.201713304,1,7,C H O
10.1002/anie.201713321,1,2,C Cl H N
10.1002/anie.201800596,1,27,C F H N
10.1002/anie.201800679,1,12,C H N
10.1002/anie.201800803,1,31,P Si
10.1002/anie.201801531,1,12,C Cl H P Ti
10.1002/anie.201802310,1,12,C H N O P V
10.1002/anie.201802643,1,25,B C H N O Si
10.1002/anie.201802887,1,19,C H Zn
10.1002/anie.201802891,1,18,C H N Rh S
10.1002/anie.201803162,1,48,Na
10.1002/anie.201803356,1,3,C Ga H K N Ni O P
10.1002/anie.201803455,1,19,C F H I O S
10.1002/anie.201803668,1,19,C F H
10.1002/anie.201803804,1,6,C H N
10.1002/anie.201804010,1,95,C H Ir N
10.1002/anie.201805107,1,4,C H P Pt Si
10.1002/anie.201805511,1,7,C Fe H N O
10.1002/anie.201805630,1,21,H
10.1002/anie.201806039,1,1,Al C Cu H
10.1002/anie.201806059,1,14,C Cl Fe H N
10.1002/anie.201806237,1,10,C H N
10.1002/anie.201806287,1,16,C H Mn O Zn
10.1002/anie.201806591,1,41,C H
10.1002/anie.201806877,1,25,C F H N
10.1002/anie.201806913,1,23,C H N
10.1002/anie.201807039,1,26,C H N
10.1002/anie.201807775,1,18,C Fe P
10.1002/anie.201807851,1,12,C H O
10.1002/anie.201807941,1,96,C H N O
10.1002/anie.201808085,1,6,C H N Ni O
10.1002/anie.201808178,1,3,C H O
10.1002/anie.201808289,1,2,C H
10.1002/anie.201808495,1,20,C F H N O
10.1002/anie.201808836,1,76,C H N Sc
10.1002/anie.201809133,1,10,C H N O P Pd
10.1002/anie.201809236,1,16,Al C Ca H N
10.1002/anie.201809454,1,2,C H
10.1002/anie.201809464,1,6,C Fe H O
10.1002/anie.201809608,1,21,B C H O
10.1002/anie.201809657,1,10,C H I
10.1002/anie.201809833,1,134,C Ca H N
10.1002/anie.201809879,1,34,C H O
10.1002/anie.201809945,1,7,C H N O S
10.1002/anie.201810026,1,18,C Ca H N Si
10.1002/anie.201810056,1,28,C H N Si
10.1002/anie.201810145,1,50,C H O P Pd
10.1002/anie.201810221,1,6,C Cl Fe H O
10.1002/anie.201810251,1,1,Cu Zn
10.1002/anie.201810261,1,6,C H N
10.1002/anie.201810409,1,52,H Mo O Si
10.1002/anie.201810511,1,27,C H P Th
10.1002/anie.201810556,1,16,C Cl Cu H N O
10.1002/anie.201810950,1,22,C H
10.1002/anie.201811036,1,12,B Br
10.1002/anie.201811522,1,16,C H S
10.1002/anie.201811601,1,58,C N
10.1002/anie.201811729,1,32,C H
10.1002/anie.201811747,1,24,C F H N O Rh S
10.1002/anie.201811873,1,7,B C F H P
10.1002/anie.201811896,1,29,C H O
10.1002/anie.201811925,1,32,C H N Ni O
10.1002/anie.201811927,1,12,C H N O Ru Si
10.1002/anie.201812473,1,16,Hg P
10.1002/anie.201812579,1,9,C H Li N Si Ti
10.1002/anie.201812675,1,8,B C H N O Si
10.1002/anie.201812937,1,34,C H O Rh
10.1002/anie.201813419,1,27,As C H
10.1002/anie.201813490,1,30,B C Cu H N O
10.1002/anie.201813585,1,22,C H Rh
10.1002/anie.201814206,1,2,C H P Rh Si
10.1002/anie.201814453,1,12,C H N
10.1002/anie.201814493,1,36,C F O S
10.1002/anie.201814577,1,37,Be He Li
10.1002/anie.201900434,1,41,C H O S
10.1002/anie.201900495,1,11,C H N
10.1002/anie.201900510,1,12,Br C H N Ni
10.1002/anie.201900745,1,62,C H I O
10.1002/anie.201901651,1,10,C H O
10.1002/anie.201901856,1,25,C Fe H O Ru
10.1002/anie.201901874,1,13,C Cl H O
10.1002/anie.201902188,1,45,B C H O
10.1002/anie.201902464,1,49,B C H Ir O
10.1002/anie.201902529,1,4,C H O
10.1002/anie.201902655,1,7,Al B C H N
10.1002/anie.201902656,1,5,B C H N
10.1002/anie.201902831,1,45,C Ge H O P S
10.1002/anie.201902837,1,48,C H O
10.1002/anie.201903221,1,14,N
10.1002/anie.201903252,1,11,C H Pt
10.1002/anie.201903354,1,3,Bi C H N Si
10.1002/anie.201903418,1,1,B C H N
10.1002/anie.201903496,1,26,C Cu F
10.1002/anie.201903800,1,14,C H N P Zn
10.1002/anie.201903853,1,21,Au C Cl H P S
10.1002/anie.201903983,1,29,C H N O Ru
10.1002/anie.201904041,1,12,C Cu F H
10.1002/anie.201904546,1,23,C Co H N O
10.1002/anie.201904614,1,1,Fe Ir Ni Pd Pt Ru
10.1002/anie.201904720,1,11,C H N P
10.1002/anie.201905247,1,1,C Cu F H N O S
10.1002/anie.201905905,1,8,C H O P Pd S
10.1002/anie.201905971,1,3,C H S
10.1002/anie.201905993,1,20,Br C H N O P Pd S
10.1002/anie.201906283,1,6,B C Cu F H O P
10.1002/anie.201906381,1,1,C H N
10.1002/anie.201906609,1,3,Al Be Br C H N
10.1002/anie.201906671,1,8,B C Fe H N O
10.1002/anie.201906762,1,5,C Cl H O
10.1002/anie.201906976,1,2,H
10.1002/anie.201907366,1,9,B C H Ir N O
10.1002/anie.201907399,1,5,Ds
10.1002/anie.201907617,1,92,B C F H Li O Si
10.1002/anie.201908227,1,14,C F H O S
10.1002/anie.201908268,1,5,Au C H O P
10.1002/anie.201908336,1,9,C F H O S
10.1002/anie.201908495,1,42,C H N O S
10.1002/anie.201908572,1,9,C Ca H
10.1002/anie.201908904,1,7,C H O
10.1002/anie.201908960,1,11,C H N O P Pd
10.1002/anie.201908978,1,35,Al C H Mg N
10.1002/anie.201909005,1,8,C Cu H N O
10.1002/anie.201909325,1,3,C Cr H N
10.1002/anie.201909457,1,67,Li Nd P Zn
10.1002/anie.201909511,1,13,C H Mg N O
10.1002/anie.201909585,1,1,C Ca H N O
10.1002/anie.201909675,1,38,B C H P Pd
10.1002/anie.201909688,1,29,C H O
10.1002/anie.201910139,1,1,H
10.1002/anie.201910490,1,18,C H N
10.1002/anie.201910505,1,39,C H P
10.1002/anie.201910568,1,16,B C H
10.1002/anie.201910639,1,1,C H N O Te
10.1002/anie.201910828,1,37,B Be He Li
10.1002/anie.201910901,1,6,C H O
10.1002/anie.201911266,1,13,C
10.1002/anie.201911282,1,45,B Br C H Si
10.1002/anie.201911420,1,11,C H N
10.1002/anie.201911465,1,16,C F H O S
10.1002/anie.201911701,1,42,C F H N O S
10.1002/anie.201911952,1,32,C H N O
10.1002/anie.201912023,1,12,C H I N O S Si
10.1002/anie.201912452,1,30,C H O Si
10.1002/anie.201912534,1,25,C H O
10.1002/anie.201912613,1,12,C H O
10.1002/anie.201912618,1,19,C Cl Cu H N O
10.1002/anie.201912663,1,1,C H U
10.1002/anie.201912902,1,84,C H S
10.1002/anie.201913042,1,10,C Cl H N O S
10.1002/anie.201913320,1,15,C H N O
10.1002/anie.201913331,1,1,Be H He Li
10.1002/anie.201913781,1,48,H O
10.1002/anie.201913794,1,67,H He
10.1002/anie.201913930,1,18,C H N Ni O
10.1002/anie.201914015,1,10,C H N P
10.1002/anie.201914198,1,2,B Be H He Li
10.1002/anie.201914220,1,207,C H Ir N
10.1002/anie.201914257,1,2,C H O
10.1002/anie.201914500,1,3,B C H I P Pd
10.1002/anie.201914568,1,1,B Br C F H N O
10.1002/anie.201914603,1,1,B Be H He Li
10.1002/anie.201914608,1,8,B C Cl Ge H P
10.1002/anie.201914716,1,27,Li
10.1002/anie.201915226,1,17,C H O P
10.1002/anie.201915254,1,13,B Co P
10.1002/anie.201915454,1,17,C H N Ni O
10.1002/anie.201915522,1,20,C H O Pd S
10.1002/anie.201915547,1,2,C H N
10.1002/anie.201915619,1,6,B C H N
10.1002/anie.201915864,1,5,C H N O P Pd
10.1002/anie.201916362,1,5,B C H N
10.1002/anie.201916423,1,14,C H O
10.1002/anie.201916480,1,12,C H N O S
10.1002/anie.201916538,1,1,Sn
10.1002/anie.201916566,1,16,C H N O
10.1002/anie.202000039,1,9,C H O P
10.1002/anie.202000051,1,4,C Ga H N Si
10.1002/anie.202000138,1,28,Br C H N O
10.1002/anie.202000140,1,119,C H
10.1002/anie.202000385,1,26,C Cu H O
10.1002/anie.202000652,1,34,B C H N O
10.1002/anie.202000743,1,27,C H O P
10.1002/anie.202000762,1,10,C H N Ru
10.1002/anie.202001178,1,2,C Cl H Si Zr
10.1002/anie.202001518,1,31,H
10.1002/anie.202002129,1,19,C H N O S
10.1002/anie.202002246,1,24,B Br C F H O
10.1002/anie.202002258,1,21,C Co H N O
10.1002/anie.202002674,1,17,C H N O
10.1002/anie.202002750,1,10,C H N
10.1002/anie.202002768,1,4,C F N
10.1002/anie.202002861,1,34,C Fe H N O S
10.1002/anie.202002866,1,18,C Fe H N O
10.1002/anie.202003035,1,23,C H N
10.1002/anie.202003050,1,16,B C H N
10.1002/anie.202003118,1,5,C Fe H N P
10.1002/anie.202003125,1,9,C H N
10.1002/anie.202003129,1,16,Re Se
10.1002/anie.202003218,1,9,C Cl Co H O P
10.1002/anie.202003364,1,1,C H I N O
10.1002/anie.202003637,1,15,H O
10.1002/anie.202003755,1,99,Al C Cu H N O P S
10.1002/anie.202003785,1,10,C H O
10.1002/anie.202004174,1,30,C H Ir N
10.1002/anie.202004314,1,1,Bi Ni
10.1002/anie.202004439,1,15,C F H N O S
10.1002/anie.202004441,1,30,C H N O
10.1002/anie.202004485,1,19,C H O Pd
10.1002/anie.202004747,1,1,B Be H He Li
10.1002/anie.202004950,1,5,C
10.1002/anie.202005047,1,8,Au C H S
10.1002/anie.202005214,1,6,Au C Cl H P
10.1002/anie.202005274,1,2,C N Ni
10.1002/anie.202005301,1,20,C O
10.1002/anie.202005313,1,71,Br C H N O P Pd S
10.1002/anie.202005749,1,27,B C H N
10.1002/anie.202005891,1,39,C H N
10.1002/anie.202006122,1,24,Si
10.1002/anie.202006278,1,54,H
10.1002/anie.202006383,1,12,C H Mn N O P
10.1002/anie.202006420,1,43,B C H O
10.1002/anie.202006542,1,25,B C H N O
10.1002/anie.202006959,1,20,S
10.1002/anie.202007144,1,57,C Cr F H Li
10.1002/anie.202007147,1,4,H
10.1002/anie.202007176,1,18,C H N O
10.1002/anie.202007206,1,25,C H N O S
10.1002/anie.202007280,1,25,C H N O
10.1002/anie.202007372,1,12,Fm
10.1002/anie.202007509,1,139,C H
10.1002/anie.202007717,1,63,Al C H N O
10.1002/anie.202007825,1,47,C H N
10.1002/anie.202008473,1,16,He
10.1002/anie.202008505,1,24,F
10.1002/anie.202008630,1,36,C F O S
10.1002/anie.202008886,1,17,C F H O P Pd
10.1002/anie.202008896,1,5,C F H N O Ru S
10.1002/anie.202009194,1,29,Br C F H
10.1002/anie.202009242,1,15,C H O
10.1002/anie.202009318,1,110,C H Li N O
10.1002/anie.202009353,1,6,C Cl H Zr
10.1002/anie.202009359,1,4,Au C F H N P Sb
10.1002/anie.202009523,1,21,C Mg N
10.1002/anie.202009704,1,33,C H N O
10.1002/anie.202009913,1,2,Nd
10.1002/anie.202010175,1,7,C O
10.1002/anie.202010294,1,115,C H N O
10.1002/anie.202010740,1,43,C H O S
10.1002/anie.202010752,1,31,C Fe H O
10.1002/anie.202010766,1,42,C H
10.1002/anie.202010794,1,3,C H Ta
10.1002/anie.202010832,1,125,H He
10.1002/anie.202010837,1,4,C F Ga H O S
10.1002/anie.202010840,1,41,B C H O
10.1002/anie.202010846,1,42,Br C H N O S
10.1002/anie.202010950,1,67,Co F N
10.1002/anie.202011278,1,54,C Cl H Li N O P S
10.1002/anie.202011352,1,26,C F H N S
10.1002/anie.202011384,1,3,C H N
10.1002/anie.202011571,1,14,C Fe H P
10.1002/anie.202011602,1,18,C H N Ni Si
10.1002/anie.202011770,1,3,Br C H N
10.1002/anie.202012105,1,3,B C H
10.1002/anie.202012523,1,20,C H N O
10.1002/anie.202012565,1,11,C H O
10.1002/anie.202012649,1,26,He
10.1002/anie.202012932,1,14,Br C H N O Rh
10.1002/anie.202013052,1,19,C H O
10.1002/anie.202013119,1,3,C H N Ni P S Si
10.1002/anie.202013172,1,18,C H I N O S
10.1002/anie.202013499,1,43,C Cl Fe H N
10.1002/anie.202013540,1,13,C Fe H Mn N O P
10.1002/anie.202013561,1,24,C H O
10.1002/anie.202013678,1,26,C H N Ni O Ru
10.1002/anie.202014138,1,12,B C H N
10.1002/anie.202014167,1,11,B C H N O
10.1002/anie.202014191,1,4,C Fe H N
10.1002/anie.202014194,1,16,C H S
10.1002/anie.202014289,1,29,C H N O Ru
10.1002/anie.202014449,1,13,H Mo S
10.1002/anie.202014660,1,13,C H O
10.1002/anie.202014835,1,8,Sn
10.1002/anie.202014877,1,19,C H O
10.1002/anie.202015083,1,26,C H N
10.1002/anie.202015622,1,13,O
10.1002/anie.202015921,1,35,C Cl H N Ni
10.1002/anie.202016027,1,4,Be C H N Si
10.1002/anie.202016437,1,14,C H O
10.1002/anie.202016573,1,35,B Br
10.1002/anie.202016595,1,9,Ag Au C Cl H N P
10.1002/anie.202016643,1,9,C H O
10.1002/anie.202016968,1,22,C H
10.1002/anie.202017017,1,13,C F H N O
10.1002/anie.202017220,1,109,Be H He Li
10.1002/anie.202017359,1,9,C F H N O Rh
